DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5340163259863944960', 0.184151, 166.681676,-58.584665, 1.406200, 0.037800,-11.245000,-5.700000, 7.654700, 0.880800, 7.520000
b'Gaia DR2 5338712381211274368', 0.184285, 166.225757,-58.551946, 1.565900, 0.057600,-0.596000, 3.588000, 8.016700,-0.039300,
b'Gaia DR2 5338703104086575232', 0.185590, 166.080282,-58.769407, 1.986100, 0.038700,-10.286000, 4.487000, 8.198000, 0.025500,
b'Gaia DR2 5338703829977299584', 0.190176, 166.053193,-58.728587, 0.542400, 0.035800,-7.624000, 2.444000, 7.739800, 0.383000,
b'Gaia DR2 5340149000570786560', 0.190945, 166.784330,-58.716366, 1.992200, 0.054200,-10.832000, 5.898000, 8.344000, 0.027600,
b'Gaia DR2 5338647613104529536', 0.192913, 166.767793,-58.771033, 2.742400, 0.201000,-10.145000, 7.081000, 10.041600, 0.101700,
b'Gaia DR2 5338651117797806976', 0.194605, 166.532697,-58.892188, 2.027800, 0.048600,-10.523000, 4.938000, 8.433800, 0.006700,
b'Gaia DR2 5338645555866749952', 0.197213, 166.655392,-58.860784, 2.051000, 0.038700,-10.557000, 5.272000, 9.513900, 0.026900,
b'Gaia DR2 5340163294223692800', 0.199965, 166.711997,-58.578835, 0.413700, 0.044400,-5.015000, 3.062000, 10.017800, 1.792800,
b'Gaia DR2 5338647033335692160', 0.201045, 166.734864,-58.822214, 2.139300, 0.041300,-10.966000, 5.332000, 10.083900, 0.077000,
b'Gaia DR2 5338710530126405632', 0.202288, 166.074883,-58.610915, 2.125900, 0.031600,-10.378000, 5.322000, 10.254300, 0.075500,
b'Gaia DR2 5340164702973188864', 0.205954, 166.608627,-58.526833, 2.003400, 0.048800,-10.422000, 4.940000, 8.981300, 0.008300,
b'Gaia DR2 5340149344168236928', 0.208600, 166.818649,-58.705286, 0.399500, 0.037400,-6.299000, 2.372000, 9.769000, 0.093400,
b'Gaia DR2 5338646960269502080', 0.215259, 166.755900,-58.831440, 2.034600, 0.041500,-11.123000, 3.694000, 9.754000, 0.059700,
b'Gaia DR2 5340167760951490816', 0.215781, 166.434896,-58.491449, 2.070600, 0.042100,-10.341000, 6.285000, 10.122200, 0.059000,
b'Gaia DR2 5338654351960981504', 0.217016, 166.125999,-58.863027, 2.002500, 0.036400,-10.295000, 5.036000, 9.831500, 0.064400,
b'Gaia DR2 5338651564474409728', 0.217334, 166.359757,-58.922303, 0.659200, 0.040400,-6.195000, 0.225000, 10.100400, 0.081100,
b'Gaia DR2 5340164806014568960', 0.221458, 166.596659,-58.506288, 1.923300, 0.034800,-10.334000, 4.870000, 10.224000, 0.060600,
b'Gaia DR2 5338646655378650368', 0.224198, 166.795097,-58.815827, 1.939600, 0.036300,-10.714000, 5.314000, 9.606800, 0.056200,
