DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 4191067918240644992', 0.433034, 301.549972,-10.254418, 2.293700, 0.043200, 1.417000,-8.062000, 10.740600, 0.171600,
b'Gaia DR2 4190877256052824576', 0.436722, 301.627415,-10.354208, 0.362400, 0.071400,-0.927000,-12.649000, 10.925900, 1.147100,
b'Gaia DR2 4191081799575221120', 0.440430, 301.169058,-10.119072, 0.839200, 0.059500,-1.846000,-2.084000, 11.346100, 0.638400,
b'Gaia DR2 4191068227479018624', 0.440894, 301.527111,-10.222228, 0.619500, 0.039600,-4.607000,-6.831000, 11.931200, 0.661600, 87.580000
b'Gaia DR2 4191084170397645568', 0.448398, 301.313697,-10.113638, 0.487500, 0.037100,-11.689000,-7.389000, 11.836100, 0.765800, 59.410000
b'Gaia DR2 4191082349331077888', 0.455654, 301.078666,-10.125336, 0.844300, 0.054400, 4.658000,-8.615000, 10.542300, 0.808800, 1.270000
b'Gaia DR2 4191073690676854784', 0.457472, 301.388970,-10.124002, 2.081400, 0.039600, 1.879000,-4.336000, 11.211200, 0.319400,-17.380000
b'Gaia DR2 4190738202192062848', 0.461429, 300.948394,-10.922042, 2.635500, 0.039000, 13.124000,-10.076000, 11.899900, 0.407500, 11.040000
b'Gaia DR2 4190932369073736960', 0.464224, 300.794815,-10.728208, 2.943200, 0.039100,-9.989000,-0.456000, 12.243700, 0.434600,-21.980000
b'Gaia DR2 4191082796008121088', 0.470566, 301.112039,-10.099720, 1.780200, 0.047700,-7.124000,-3.078000, 11.938500, 0.294600, 36.950000
b'Gaia DR2 4191103171329373824', 0.474990, 300.863217,-10.249448, 2.791500, 0.060300, 0.537000,-10.130000, 11.774500, 0.302900,-12.500000
b'Gaia DR2 4190860660299070976', 0.477618, 301.713154,-10.482504, 0.653400, 0.055500, 1.103000, 2.634000, 12.345000, 0.666400,-41.050000
b'Gaia DR2 4190933193707479680', 0.480964, 300.770980,-10.713515, 0.567600, 0.126200, 1.138000,-2.398000, 11.138700, 2.224500,
b'Gaia DR2 4191054036906668288', 0.482619, 300.797018,-10.333475, 0.824900, 0.029900,-3.900000,-1.533000, 10.674900, 0.589100, 21.090000
b'Gaia DR2 4190812895962992512', 0.483078, 301.405677,-11.007283, 1.207600, 0.046800, 3.244000,-5.849000, 12.208800, 0.352300, 26.750000
b'Gaia DR2 4190812797183347840', 0.484259, 301.389077,-11.014348, 1.577200, 0.127200, 4.926000, 2.836000, 11.901500, 0.348100, 0.550000
b'Gaia DR2 4191083036525872768', 0.488425, 301.077999,-10.090947, 1.288600, 0.054200, 2.442000,-8.225000, 10.626700, 0.704400,-32.640000
b'Gaia DR2 4190933228067223424', 0.489848, 300.760718,-10.711580, 1.482600, 0.036800, 7.286000, 0.115000, 11.832200, 0.328500,-24.110000
b'Gaia DR2 4191085372984632448', 0.492727, 301.279460,-10.064359, 2.197700, 0.055800, 1.595000,-7.709000, 11.167300, 0.226500,-12.470000
b'Gaia DR2 4190880378492034432', 0.493551, 301.636236,-10.261173, 1.239300, 0.079500,-6.369000,-1.369000, 10.368900, 0.632100, 49.380000
b'Gaia DR2 4190798984568530688', 0.493674, 301.678847,-10.782517, 0.525700, 0.032600,-4.304000,-1.103000, 12.147000, 0.567100, 74.000000
b'Gaia DR2 4190874404194716032', 0.495545, 301.715176,-10.410840, 0.701800, 0.049300,-0.064000,-5.285000, 11.734600, 0.663200, 48.480000
b'Gaia DR2 4190766102298878336', 0.503346, 301.451805,-11.010151, 1.152600, 0.035100, 1.641000, 2.836000, 11.529800, 0.334900, 1.990000
b'Gaia DR2 4191100937949563008', 0.512248, 300.766315,-10.327452, 2.365800, 0.034200, 6.882000, 1.231000, 11.931300, 0.308800,-36.500000
b'Gaia DR2 4190766205378078720', 0.512683, 301.495455,-10.998128, 0.673900, 0.041500,-2.933000,-3.118000, 11.558200, 0.807500, 42.580000
b'Gaia DR2 4190810976116836608', 0.512754, 301.291272,-11.064504, 1.609500, 0.035900, 2.497000,-9.037000, 12.078700, 0.321000,-24.080000
b'Gaia DR2 4190925978162307328', 0.513278, 300.811128,-10.857699, 2.452500, 0.041000, 4.597000,-0.741000, 10.828400, 0.304800, 17.420000
