TODO: get all the true references behind 'BDCC' and padronize them all to bibcode format

Name                     ; Reference           ;E(B-V);  log_t
FSR 812                  ; 2016DAML            ; 0.8  ;  7.00 
FSR 812                  ; Kharchenko+ 2013    ; 1.099;  7.300
FSR 814                  ; wilton.unifei.edu.br;      ;  7.56 
FSR 815                  ; 2016DAML            ; 1.041;  8.655
FSR 815                  ; Kharchenko+ 2013    ; 1.041;  8.655
FSR 816                  ; 2016DAML            ; 0.999;  8.750
FSR 816                  ; Kharchenko+ 2013    ; 1.145;  7.800
FSR 817                  ; 2016DAML            ; 0.416;  9.050
FSR 817                  ; Kharchenko+ 2013    ; 0.416;  9.050
FSR 820                  ; Kharchenko+ 2013    ; 0.500;  9.250
FSR 821                  ; 2016DAML            ; 0.562;  9.100
FSR 821                  ; Kharchenko+ 2013    ; 0.562;  9.100
FSR 823                  ; 2016DAML            ; 0.550;  8.805
FSR 823                  ; Kharchenko+ 2013    ; 0.550;  8.805
FSR 826                  ; 2016DAML            ; 1.09 ;  7.00 
FSR 826                  ; Kharchenko+ 2013    ; 1.149;  7.300
FSR 828                  ; wilton.unifei.edu.br;      ;  9.06 
FSR 83                   ; Kharchenko+ 2013    ; 0.239;  9.400
FSR 831                  ; Kharchenko+ 2013    ; 0.500;  9.265
FSR 833                  ; Kharchenko+ 2013    ; 0.625;  9.100
FSR 835                  ; BDCC                ;      ;  7.30 
FSR 837                  ; Kharchenko+ 2013    ; 0.521;  9.065
FSR 839                  ; Kharchenko+ 2013    ; 1.041;  8.860
FSR 841                  ; Kharchenko+ 2013    ; 0.541;  8.680
FSR 842                  ; 2016DAML            ; 1.374;  6.550
FSR 842                  ; Kharchenko+ 2013    ; 1.374;  6.550
FSR 843                  ; Kharchenko+ 2013    ; 0.271;  9.150
FSR 844                  ; Kharchenko+ 2013    ; 0.645;  8.600
FSR 846                  ; 2016DAML            ; 1.020;  7.300
FSR 846                  ; 2017AstBu..72..257L ; 0.191;  7.200
FSR 846                  ; Kharchenko+ 2013    ; 1.020;  7.300
FSR 848                  ; Kharchenko+ 2013    ; 0.333;  9.195
FSR 849                  ; 2016DAML            ; 0.521;  8.635
FSR 849                  ; Kharchenko+ 2013    ; 0.521;  8.635
FSR 85                   ; Kharchenko+ 2013    ; 0.208;  9.375
FSR 850                  ; 2016DAML            ; 0.562;  7.300
FSR 850                  ; Kharchenko+ 2013    ; 0.562;  7.300
FSR 851                  ; Kharchenko+ 2013    ; 0.958;  9.150
FSR 852                  ; 2016DAML            ; 0.32 ;  9.00 
FSR 852                  ; 2017AstBu..72..257L ; 0.611;  7.800
FSR 852                  ; Kharchenko+ 2013    ; 0.479;  9.000
FSR 856                  ; wilton.unifei.edu.br;      ;  7.20 
FSR 857                  ; Kharchenko+ 2013    ; 1.041;  8.000
FSR 858                  ; 2016DAML            ; 0.500;  9.005
FSR 858                  ; Kharchenko+ 2013    ; 0.500;  9.005
FSR 859                  ; Kharchenko+ 2013    ; 0.583;  8.990
FSR 860                  ; Kharchenko+ 2013    ; 0.146;  9.300
FSR 861                  ; Kharchenko+ 2013    ; 0.375;  9.025
FSR 864                  ; Kharchenko+ 2013    ; 0.906;  8.250
FSR 866                  ; 2019 Bossini        ; 0.157;  9.255
FSR 866                  ; Kharchenko+ 2013    ; 0.291;  9.200
FSR 868                  ; Kharchenko+ 2013    ; 0.583;  8.900
FSR 869                  ; wilton.unifei.edu.br;      ;  8.92 
FSR 87                   ; 2016DAML            ; 1.562;  8.250
FSR 87                   ; Kharchenko+ 2013    ; 1.562;  8.250
FSR 874                  ; Kharchenko+ 2013    ; 0.625;  8.860
FSR 876                  ; Kharchenko+ 2013    ; 0.271;  9.200
FSR 878                  ; Kharchenko+ 2013    ; 0.104;  9.200
FSR 88                   ; Kharchenko+ 2013    ; 1.509;  8.495
FSR 880                  ; Kharchenko+ 2013    ; 0.416;  9.000
FSR 882                  ; Kharchenko+ 2013    ; 0.375;  9.350
FSR 883                  ; 2016DAML            ; 0.562;  8.735
FSR 883                  ; Kharchenko+ 2013    ; 0.562;  8.735
FSR 884                  ; Kharchenko+ 2013    ; 0.416;  9.315
FSR 886                  ; Kharchenko+ 2013    ; 0.521;  9.110
FSR 888                  ; Kharchenko+ 2013    ; 0.833;  7.600
FSR 89                   ; 2016DAML            ; 1.853;  8.300
FSR 89                   ; Kharchenko+ 2013    ; 1.853;  8.300
FSR 890                  ; Kharchenko+ 2013    ; 0.583;  7.500
FSR 891                  ; 2016DAML            ; 0.666;  8.370
FSR 891                  ; Kharchenko+ 2013    ; 0.666;  8.370
FSR 893                  ; Kharchenko+ 2013    ; 0.750;  8.725
FSR 894                  ; 2016DAML            ; 1.239;  7.200
FSR 894                  ; Kharchenko+ 2013    ; 1.239;  7.200
FSR 9                    ; Kharchenko+ 2013    ; 0.562;  9.155
FSR 90                   ; 2016DAML            ; 0.895;  8.695
FSR 90                   ; Kharchenko+ 2013    ; 0.895;  8.695
FSR 900                  ; 2016DAML            ; 0.937;  6.610
FSR 900                  ; Kharchenko+ 2013    ; 0.937;  6.610
FSR 902                  ; 2016DAML            ; 0.396;  7.145
FSR 902                  ; Kharchenko+ 2013    ; 0.396;  7.145
FSR 903                  ; 2016DAML            ; 1.041;  8.810
FSR 903                  ; Kharchenko+ 2013    ; 1.041;  8.810
FSR 904                  ; Kharchenko+ 2013    ; 0.396;  7.800
FSR 905                  ; Kharchenko+ 2013    ; 0.375;  8.300
FSR 906                  ; Kharchenko+ 2013    ; 0.625;  8.955
FSR 907                  ; Kharchenko+ 2013    ; 1.041;  9.155
FSR 909                  ; Kharchenko+ 2013    ; 0.687;  8.445
FSR 91                   ; Kharchenko+ 2013    ; 0.000;  9.450
FSR 913                  ; Kharchenko+ 2013    ; 1.041;  8.900
FSR 914                  ; Kharchenko+ 2013    ; 0.354;  8.550
FSR 920                  ; Kharchenko+ 2013    ; 0.937;  8.655
FSR 921                  ; Kharchenko+ 2013    ; 0.968;  8.750
FSR 923                  ; 2016DAML            ; 1.35 ;  8.70 
FSR 923                  ; 2017AstBu..72..257L ; 1.079;  8.600
FSR 923                  ; Kharchenko+ 2013    ; 1.249;  8.725
FSR 924                  ; 2016DAML            ; 0.999;  8.870
FSR 924                  ; Kharchenko+ 2013    ; 0.999;  8.870
FSR 925                  ; Kharchenko+ 2013    ; 1.270;  8.200
FSR 927                  ; 2016DAML            ; 0.895;  8.650
FSR 927                  ; Kharchenko+ 2013    ; 0.895;  8.650
FSR 928                  ; Kharchenko+ 2013    ; 1.280;  7.500
FSR 929                  ; 2016DAML            ; 0.115;  8.495
FSR 929                  ; Kharchenko+ 2013    ; 0.115;  8.495
FSR 930                  ; Kharchenko+ 2013    ; 0.645;  8.645
FSR 931                  ; Kharchenko+ 2013    ; 0.625;  7.400
FSR 932                  ; 2016DAML            ; 0.39 ;  8.90 
FSR 932                  ; 2017AstBu..72..257L ; 0.808;  8.450
FSR 932                  ; Kharchenko+ 2013    ; 0.645;  9.100
FSR 933                  ; Kharchenko+ 2013    ; 1.041;  8.465
FSR 935                  ; Kharchenko+ 2013    ; 0.458;  8.800
FSR 936                  ; Kharchenko+ 2013    ; 0.625;  8.955
FSR 937                  ; 2016DAML            ; 0.583;  8.980
FSR 937                  ; Kharchenko+ 2013    ; 0.583;  8.980
FSR 939                  ; 2016DAML            ; 0.937;  8.710
FSR 939                  ; Kharchenko+ 2013    ; 0.937;  8.710
FSR 94                   ; 2016DAML            ; 2.644;  6.000
FSR 94                   ; Kharchenko+ 2013    ; 2.644;  6.000
FSR 940                  ; 2016DAML            ; 0.250;  9.400
FSR 940                  ; Kharchenko+ 2013    ; 0.250;  9.400
FSR 941                  ; 2016DAML            ; 0.80 ;  8.70 
FSR 941                  ; Kharchenko+ 2013    ; 0.874;  8.665
FSR 942                  ; 2016DAML            ; 0.59 ;  9.00 
FSR 942                  ; 2017AstBu..72..257L ; 0.603;  8.500
FSR 942                  ; Kharchenko+ 2013    ; 0.645;  9.000
FSR 944                  ; Kharchenko+ 2013    ; 0.666;  8.700
FSR 946                  ; BDCC                ;      ;  6.00 
FSR 947                  ; BDCC                ;      ;  6.30 
FSR 948                  ; 2016DAML            ; 0.08 ;  9.00 
FSR 948                  ; Kharchenko+ 2013    ; 0.375;  8.780
FSR 95                   ; Kharchenko+ 2013    ; 0.416;  9.350
FSR 951                  ; 2019 Bossini        ; 1.372;  8.589
FSR 951                  ; Kharchenko+ 2013    ; 0.479;  8.700
FSR 952                  ; 2016DAML            ; 0.625;  9.105
FSR 952                  ; Kharchenko+ 2013    ; 0.625;  9.105
FSR 953                  ; 2016DAML            ; 0.481;  8.750
FSR 953                  ; Kharchenko+ 2013    ; 0.481;  8.750
FSR 955                  ; Kharchenko+ 2013    ; 0.625;  7.400
FSR 956                  ; 2016DAML            ; 0.958;  8.100
FSR 956                  ; Kharchenko+ 2013    ; 0.958;  8.100
FSR 957                  ; 2016DAML            ; 0.437;  8.735
FSR 957                  ; Kharchenko+ 2013    ; 0.437;  8.735
FSR 96                   ; Kharchenko+ 2013    ; 0.312;  9.400
FSR 960                  ; Kharchenko+ 2013    ; 1.145;  8.520
FSR 962                  ; Kharchenko+ 2013    ; 0.521;  8.935
FSR 964                  ; Kharchenko+ 2013    ; 0.833;  8.260
FSR 966                  ; Kharchenko+ 2013    ; 0.833;  8.480
FSR 967                  ; Kharchenko+ 2013    ; 0.937;  8.625
FSR 968                  ; 2019 Bossini        ; 1.377;  7.912
FSR 968                  ; Kharchenko+ 2013    ; 0.312;  8.520
FSR 974                  ; 2016DAML            ; 0.573;  8.910
FSR 974                  ; Kharchenko+ 2013    ; 0.573;  8.910
FSR 975                  ; 2016DAML            ; 0.541;  9.100
FSR 975                  ; Kharchenko+ 2013    ; 0.541;  9.100
FSR 977                  ; 2016DAML            ; 0.583;  8.680
FSR 977                  ; Kharchenko+ 2013    ; 0.583;  8.680
FSR 978                  ; Kharchenko+ 2013    ; 1.072;  7.950
FSR 979                  ; 2016DAML            ; 1.145;  8.700
FSR 979                  ; Kharchenko+ 2013    ; 1.145;  8.700
FSR 98                   ; 2016DAML            ; 1.999;  6.100
FSR 985                  ; Kharchenko+ 2013    ; 0.791;  8.500
FSR 987                  ; BDCC                ; 0.37 ;  8.65 
FSR 988                  ; Kharchenko+ 2013    ; 0.521;  8.920
FSR 99                   ; Kharchenko+ 2013    ; 0.666;  8.855
FSR 991                  ; Kharchenko+ 2013    ; 0.833;  8.870
FSR 998                  ; Kharchenko+ 2013    ; 0.791;  8.950
FSR 999                  ; Kharchenko+ 2013    ; 0.375;  8.850
Feibelman 1              ; 2016DAML            ; 2.124;  6.700
Feibelman 1              ; 2017AstBu..72..257L ; 0.205;  8.940
Feibelman 1              ; Kharchenko+ 2013    ; 2.124;  6.700
Feigelson 1              ; 2016DAML            ; 0.02 ;  6.602
Feigelson 1              ; 2017AstBu..72..257L ; 0.020;  6.602
Feigelson 1              ; Kharchenko+ 2013    ; 0.000;  6.600
Feinstein 1              ; 2016DAML            ; 0.40 ;  7.00 
Feinstein 1              ; 2017AstBu..72..257L ; 0.400;  7.000
Feinstein 1              ; Kharchenko+ 2013    ; 0.458;  7.200
Ferrero 1                ; 2016DAML            ; 0.15 ;  8.27 
Ferrero 10               ; 2017AstBu..72..257L ; 0.343;  8.740
Ferrero 11               ; 2016DAML            ; 0.20 ;  8.42 
Ferrero 11               ; 2017AstBu..72..257L ; 0.310;  8.058
Ferrero 11               ; 2019 Bossini        ; 0.184;  8.554
Flame A                  ; BDCC                ;      ;  5.90 
FoF 0                    ; arXiv:1910.12600v1  ;      ;  9.15 
FoF 1                    ; arXiv:1910.12600v1  ;      ;  9.12 
FoF 10                   ; arXiv:1910.12600v1  ;      ;  9.34 
FoF 100                  ; arXiv:1910.12600v1  ;      ;  9.07 
FoF 1000                 ; arXiv:1910.12600v1  ;      ;  9.07 
FoF 1001                 ; arXiv:1910.12600v1  ;      ;  8.95 
FoF 1002                 ; arXiv:1910.12600v1  ;      ;  7.80 
FoF 1003                 ; arXiv:1910.12600v1  ;      ;  7.94 
FoF 1004                 ; arXiv:1910.12600v1  ;      ;  8.77 
FoF 1005                 ; arXiv:1910.12600v1  ;      ;  8.80 
FoF 1006                 ; arXiv:1910.12600v1  ;      ;  8.83 
FoF 1007                 ; arXiv:1910.12600v1  ;      ;  7.94 
FoF 1008                 ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 1009                 ; arXiv:1910.12600v1  ;      ;  8.99 
FoF 101                  ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 1010                 ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 1011                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1012                 ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 1013                 ; arXiv:1910.12600v1  ;      ;  7.80 
FoF 1014                 ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 1015                 ; arXiv:1910.12600v1  ;      ;  9.13 
FoF 1016                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1017                 ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 1018                 ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 1019                 ; arXiv:1910.12600v1  ;      ;  7.87 
FoF 102                  ; arXiv:1910.12600v1  ;      ;  8.86 
FoF 1020                 ; arXiv:1910.12600v1  ;      ;  8.76 
FoF 1021                 ; arXiv:1910.12600v1  ;      ;  9.10 
FoF 1022                 ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 1023                 ; arXiv:1910.12600v1  ;      ;  7.86 
FoF 1024                 ; arXiv:1910.12600v1  ;      ;  7.83 
FoF 1025                 ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 1026                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1027                 ; arXiv:1910.12600v1  ;      ;  8.75 
FoF 1028                 ; arXiv:1910.12600v1  ;      ;  7.30 
FoF 1029                 ; arXiv:1910.12600v1  ;      ;  8.82 
FoF 103                  ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 1030                 ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 1031                 ; arXiv:1910.12600v1  ;      ;  8.77 
FoF 1032                 ; arXiv:1910.12600v1  ;      ;  8.76 
FoF 1033                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1034                 ; arXiv:1910.12600v1  ;      ;  8.77 
FoF 1035                 ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 1036                 ; arXiv:1910.12600v1  ;      ;  9.06 
FoF 1037                 ; arXiv:1910.12600v1  ;      ;  8.95 
FoF 1038                 ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 1039                 ; arXiv:1910.12600v1  ;      ;  9.09 
FoF 104                  ; arXiv:1910.12600v1  ;      ;  8.90 
FoF 1040                 ; arXiv:1910.12600v1  ;      ;  8.90 
FoF 1041                 ; arXiv:1910.12600v1  ;      ; 10.04 
FoF 1042                 ; arXiv:1910.12600v1  ;      ;  9.07 
FoF 1043                 ; arXiv:1910.12600v1  ;      ;  8.79 
FoF 1044                 ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 1045                 ; arXiv:1910.12600v1  ;      ; 10.07 
FoF 1046                 ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 1047                 ; arXiv:1910.12600v1  ;      ;  7.57 
FoF 1048                 ; arXiv:1910.12600v1  ;      ;  8.27 
FoF 1049                 ; arXiv:1910.12600v1  ;      ;  7.54 
FoF 105                  ; arXiv:1910.12600v1  ;      ;  8.64 
FoF 1050                 ; arXiv:1910.12600v1  ;      ;  8.05 
FoF 1051                 ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 1052                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1053                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1054                 ; arXiv:1910.12600v1  ;      ;  9.06 
FoF 1055                 ; arXiv:1910.12600v1  ;      ;  9.10 
FoF 1056                 ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 1057                 ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 1058                 ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 1059                 ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 106                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 1060                 ; arXiv:1910.12600v1  ;      ;  8.82 
FoF 1061                 ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 1062                 ; arXiv:1910.12600v1  ;      ;  8.75 
FoF 1063                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1064                 ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 1065                 ; arXiv:1910.12600v1  ;      ;  7.93 
FoF 1066                 ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 1067                 ; arXiv:1910.12600v1  ;      ;  9.25 
FoF 1068                 ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 1069                 ; arXiv:1910.12600v1  ;      ;  7.97 
FoF 107                  ; arXiv:1910.12600v1  ;      ;  8.99 
FoF 1070                 ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 1071                 ; arXiv:1910.12600v1  ;      ;  9.67 
FoF 1072                 ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 1073                 ; arXiv:1910.12600v1  ;      ;  8.86 
FoF 1074                 ; arXiv:1910.12600v1  ;      ;  8.83 
FoF 1075                 ; arXiv:1910.12600v1  ;      ;  8.02 
